#===========================================================================================
#  DOMAIN MAPPER v2.0.2
#  Johns Hopkins Univeristy - January 19th, 2022
#  Edgar Manriquez-Sandoval, B.S. - Dept. of Biophysics
#  emanriq1@jhu.edu
#  & 
#  Stephen D. Fried, Ph.D. - Dept. of Chemistry
#  sdfried@jhu.edu
#===========================================================================================
#  Excecuted on:
#               2022-01-20 13:12:54.094479
#  Input HMM: 
#               Thermus.hmm.out
#  Output:
#               Thermus.mapped.tsv
#  Options:
#               Intra domain gap = 35
#               Inter domain gap = 20
#               overlap = 15
#               E-value cutoff = 1.00e-05
#  Domain Counts:
#               Total Proteins:   2201         Total Domains:    2984
#                                                        NC :  97 (3.25%)
#                                                        CP :   1 (0.03%)
#                                                        IS :  44 (1.47%)
#  Property Definitions:
#               CP = Circular Permutant Domain
#               NC = Non-Contiguous Domain
#               IS = InSertional Domain
#===========================================================================================
# Accession	E-Value	Residue Range	Property	Architecture	X-group	T-group	F-group	F-id
sp|Q72L49|Y214_THET2	1.7e-80	4-190		a/b three-layered sandwiches	Hypothetical protein TT1679	Hypothetical protein TT1679	DUF436	7547.1.1.2	
tr|Q72IS9|Q72IS9_THET2	8.8e-06	85-109		alpha arrays	Cytochrome c-like	Cytochrome c	DHOR	107.1.1.27	
tr|Q72IS9|Q72IS9_THET2	2.5e-18	92-176		alpha arrays	Cytochrome c-like	Cytochrome c	Cytochrom_C	107.1.1.5	
tr|Q72IP2|Q72IP2_THET2	1.5e-41	1-119		a+b complex topology	Succinate dehydrogenase/fumarate reductase flavoprotein, catalytic domain	Succinate dehydrogenase/fumarate reductase flavoprotein, catalytic domain	FAD_binding_2	278.1.1.3	
tr|Q72IP2|Q72IP2_THET2	8.4e-41	210-319		alpha bundles	Spectrin repeat-like	Succinate dehydrogenase/fumarate reductase flavoprotein C-terminal domain	Succ_DH_flav_C	604.2.1.3	
tr|Q72H97|Q72H97_THET2	5.1e-23	2-106		a/b three-layered sandwiches	Tetrapyrrole methylase N-terminal domain	Tetrapyrrole methylase N-terminal domain	TP_methylase_N	7550.1.1.1	
tr|Q72H97|Q72H97_THET2	3.7e-32	108-214		a+b two layers	Tetrapyrrole methylase C-terminal domain-like	Tetrapyrrole methylase C-terminal domain	TP_methylase_C	1137.1.1.1	
tr|Q72LA3|Q72LA3_THET2	4.4e-30	6-168		alpha bundles	TorD-like (Pfam 06192)	TorD-like (Pfam 06192)	Nitrate_red_del	629.1.1.1	
tr|Q72KG5|Q72KG5_THET2	4.7e-19	7-61		few secondary structure elements	Glucocorticoid receptor-like	YlxR-like	DUF448	377.4.1.1	
tr|Q72GM0|Q72GM0_THET2	9.3e-34	197-389		a/b barrels	TIM beta/alpha-barrel	Glycoside hydrolase/deacetylase	Glyco_hydro_57_1st	2002.3.1.38	
tr|Q72GM0|Q72GM0_THET2	4.0e-57	769-978		beta sandwiches	Immunoglobulin-like beta-sandwich	Immunoglobulin/Fibronectin type III/E set domains/PapD-like	Glucodextran_C	11.1.1.65	
tr|Q72L20|Q72L20_THET2	2.4e-10	3-136		beta barrels	MutM N-terminal domain-like	Fibrinogen binding protein N-terminal domain	FbpA_1st	3504.3.1.2	
tr|Q72L20|Q72L20_THET2	4.9e-06	188-361		a/b three-layered sandwiches	P-loop domains-like	P-loop containing nucleoside triphosphate hydrolases	UvrD-helicase	2004.1.1.171	
tr|Q72L20|Q72L20_THET2	3.7e-41	399-506		a+b complex topology	Anchorless fibronectin/fibrinogen binding protein C-terminal domain	Anchorless fibronectin/fibrinogen binding protein C-terminal domain	DUF814	1118.1.1.1	
tr|Q72G89|Q72G89_THET2	5.8e-12	5-66		a+b three layers	Nucleotidyltransferase-like	Nucleotidyltransferase	NTP_transf_2	316.1.1.16	
tr|Q72L42|Q72L42_THET2	1.3e-29	155-280		a/b three-layered sandwiches	Flavodoxin-like	Periplasmic binding protein-like I	Peripla_BP_6	2007.1.2.42	
tr|Q72L42|Q72L42_THET2	1.3e-06	275-384		a/b three-layered sandwiches	Flavodoxin-like	Periplasmic binding protein-like I	Peripla_BP_5	2007.1.2.43	
tr|Q72JY9|Q72JY9_THET2	3.0e-12	9-104		a+b three layers	Profilin-like	sensor domains	PAS	223.1.1.113	
tr|Q72JY9|Q72JY9_THET2	9.2e-11	165-233		a+b three layers	Profilin-like	sensor domains	PAS_11	223.1.1.18	
tr|Q72JY9|Q72JY9_THET2	4.2e-17	264-380		a+b three layers	Profilin-like	sensor domains	PAS	223.1.1.113	
tr|Q72JY9|Q72JY9_THET2	1.5e-11	400-544		a+b three layers	Profilin-like	sensor domains	GAF	223.1.1.180	
tr|Q72JY9|Q72JY9_THET2	3.1e-18	584-708		a+b three layers	Profilin-like	sensor domains	GAF	223.1.1.180	
tr|Q72JY9|Q72JY9_THET2	2.0e-74	731-902		alpha complex topology	PDEase-like	HD-domain/PDEase-like	HD_5	131.1.1.8	
tr|Q72GJ8|Q72GJ8_THET2	1.0e-07	107-157		alpha duplicates or obligate multimers	ROP-like	Homodimeric domain of signal transducing histidine kinase	HisKA	605.1.1.3	
tr|Q72GJ8|Q72GJ8_THET2	2.0e-20	164-278		a+b two layers	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase-like	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase	HATPase_c	225.1.1.3	
tr|Q72GK2|Q72GK2_THET2	6.1e-08	26-140		a+b two layers	RRF/tRNA synthetase additional domain-like	General secretion pathway protein M (EpsM) periplasmic domain-related	PilO	310.3.1.2	
tr|Q72GD3|Q72GD3_THET2	1.1e-106	32-237		a/b three-layered sandwiches	Nqo1 FMN-binding domain-like	Nqo1 FMN-binding domain-like	Complex1_51K	4335.1.1.2	
tr|Q72GD3|Q72GD3_THET2	3.2e-08	248-304		a+b two layers	beta-Grasp	Nqo1 middle domain-like	SLBB	221.1.4.2	
tr|Q72GD3|Q72GD3_THET2	8.0e-35	336-429		alpha bundles	Bromodomain-like	Nqo1C-terminal domain-like	NADH_4Fe-4S	633.11.1.1	
tr|Q72I88|Q72I88_THET2	3.3e-38	29-140		beta sandwiches	Putative transcription regulator R01717-related	Putative transcription regulator R01717-related	DUF192	3127.1.1.1	
tr|Q72HZ7|Q72HZ7_THET2	2.9e-41	10-156		a+b complex topology	YbaK/ProRS associated domain	YbaK/ProRS associated domain	tRNA_edit	299.1.1.1	
tr|Q72I94|Q72I94_THET2	9.0e-07	11-79		a+b three layers	Profilin-like	profilin-like	Robl_LC7	223.2.1.9	
tr|Q72I41|Q72I41_THET2	5.4e-88	9-300		alpha bundles	Terpenoid synthases	Terpenoid synthases	polyprenyl_synt	141.1.1.11	
tr|Q72L29|Q72L29_THET2	1.5e-28	9-279		a+b four layers	Carbon-nitrogen hydrolase-like	Carbon-nitrogen hydrolase	CN_hydrolase	246.1.1.1	
tr|Q72GF7|Q72GF7_THET2	2.7e-08	8-72		beta barrels	cradle loop barrel	PUA domain	ASCH	1.1.9.1	
tr|Q72K50|Q72K50_THET2	5.8e-52	5-172		a/b three-layered sandwiches	Thiamin diphosphate-binding fold (THDP-binding)	Thiamin diphosphate-binding fold (THDP-binding)	Transket_pyr	7574.1.1.6	
tr|Q72K50|Q72K50_THET2	8.9e-42	191-324		a/b three-layered sandwiches	TK C-terminal domain-like	TK C-terminal domain-like	Transketolase_C	7522.1.1.1	
tr|Q72JD8|Q72JD8_THET2	3.7e-27	22-224		beta barrels	Outer membrane meander beta-barrels	OMPA-like	Ail_Lom	5084.1.1.7	
tr|Q72KT0|Q72KT0_THET2	1.1e-10	198-343		a+b three layers	AraD-like aldolase/epimerase	AraD-like aldolase/epimerase	Aldolase_II	281.1.1.2	
tr|Q72J24|Q72J24_THET2	1.7e-32	3-84		a+b two layers	Alpha-beta plaits	ACT-like	ACT_6	304.8.1.37	
tr|Q72J24|Q72J24_THET2	2.4e-55	90-277		a/b three-layered sandwiches	Formyltransferase	Formyltransferase	Formyl_trans_N	7571.1.1.1	
tr|Q72IS2|Q72IS2_THET2	3.7e-24	5-125		a/b three-layered sandwiches	Thiamin pyrophosphokinase, catalytic domain	Thiamin pyrophosphokinase, catalytic domain	TPK_catalytic	7562.1.1.1	
tr|Q745W2|Q745W2_THET2	6.1e-11	1-124		a/b three-layered sandwiches	HAD domain-like	PIN domain-like	PIN	2006.1.4.4	
tr|Q72GA8|Q72GA8_THET2	8.1e-16	2-113		a+b complex topology	FAD-binding domain-like	FAD-binding domain	FAD_binding_4	217.1.1.4	
tr|Q72GA8|Q72GA8_THET2	3.9e-49	116-202		a+b two layers	Alpha-beta plaits	FAD-linked oxidases, C-terminal domain	EUF08342	304.6.1.6	
tr|Q72GF0|Q72GF0_THET2	9.7e-84	6-215		a/b barrels	TIM beta/alpha-barrel	TIM barrels	Ribul_P_3_epim	2002.1.1.170	
tr|Q72JG2|Q72JG2_THET2	2.2e-32	1-135		a/b three-layered sandwiches	Rossmann-like	NAD(P)-binding Rossmann-fold domains	TrkA_N	2003.1.1.413	
tr|Q72JG2|Q72JG2_THET2	6.6e-10	145-225		a+b two layers	TrkA C-terminal domain-like	TrkA C-terminal domain-like	TrkA_C	4261.1.1.2	
tr|Q72JG2|Q72JG2_THET2	6.6e-40	233-359		a/b three-layered sandwiches	Rossmann-like	NAD(P)-binding Rossmann-fold domains	TrkA_N	2003.1.1.413	
tr|Q72L97|Q72L97_THET2	7.2e-11	2-131		beta barrels	LigT-like	LigT-related	2_5_RNA_ligase2	264.1.1.2	
tr|Q72K62|Q72K62_THET2	1.2e-23	12-126		beta sandwiches	jelly-roll	Double-stranded beta-helix	cNMP_binding	10.12.1.295	
tr|Q72K62|Q72K62_THET2	8.1e-32	140-254		a+b duplicates or obligate multimers	CBS-domain	CBS-domain	IMPDH_2nd_1	282.1.1.1	
tr|Q72KA2|Q72KA2_THET2	2.2e-22	202-379		a/b three-layered sandwiches	Phosphorylase/hydrolase-like	Zn-dependent exopeptidases	Amidase_3	2011.1.1.1	
tr|Q72HT2|Q72HT2_THET2	2.7e-06	532-553		alpha arrays	alpha-helical ferredoxin-like	alpha-helical ferredoxin	Fer4_21_1	187.1.1.9	
tr|Q72HT2|Q72HT2_THET2	4.4e-17	592-641		a+b two layers	4Fe-4S ferredoxin	4Fe-4S ferredoxin	Fer4_11	205.1.1.9	
tr|Q72LC8|Q72LC8_THET2	2.3e-20	34-101		alpha arrays	HTH	winged	HTH_IclR	101.1.2.75	
tr|Q72LC8|Q72LC8_THET2	1.9e-52	109-270		a+b three layers	Profilin-like	sensor domains	IclR	223.1.1.14	
tr|Q72LP4|Q72LP4_THET2	6.8e-07	85-155		alpha bundles	Type II ABC exporter transmembrane domain fold	Type I ABC exporter transmembrane domain fold	ABC_membrane	1075.4.1.1	
tr|Q72HQ1|Q72HQ1_THET2	1.8e-12	1-68		mixed a+b and a/b	Ribonuclease H-like	Nitrogenase accessory factor-like	Nitro_FeMo-Co	2484.4.1.1	
tr|Q72GE6|Q72GE6_THET2	7.0e-08	5-147		a/b three-layered sandwiches	Flavodoxin-like	Class I glutamine amidotransferase-like	DJ-1_PfpI	2007.1.1.1	
tr|Q72IU6|Q72IU6_THET2	1.8e-28	30-87		alpha bundles	alpha-helical domain in AF1104-like proteins	alpha-helical domain in AF1104-like proteins	CcmH	4009.1.1.1	
tr|Q746N9|Q746N9_THET2	3.6e-26	59-134		a/b three-layered sandwiches	Flavodoxin-like	CbiG N-terminal domain-like	CbiG_N	2007.23.1.1	
tr|Q746N9|Q746N9_THET2	2.7e-36	232-347		a/b three-layered sandwiches	CobE/CbiG C-terminal domain-like	CobE/CbiG C-terminal domain-like	CbiG_C	4262.1.1.1	
tr|Q72IG7|Q72IG7_THET2	7.8e-06	19-45		alpha bundles	Hypothetical protein TTHB059	Hypothetical protein TTHB059	DUF3209	3805.1.1.1	
tr|Q72IG7|Q72IG7_THET2	4.3e-15	31-159		alpha bundles	YfiT-like putative metal-dependent hydrolases	YfiT-like putative metal-dependent hydrolases	DinB	620.1.1.1	
tr|Q746D2|Q746D2_THET2	1.2e-19	6-220		alpha bundles	Hypothetical protein RPA3313	Hypothetical protein RPA3313	Abi	1076.1.1.2	
tr|Q72G92|Q72G92_THET2	2.5e-29	16-199		a/b three-layered sandwiches	Phosphoglycerate mutase-like	Phosphoglycerate mutase-like	His_Phos_1	7525.1.1.1	
tr|Q72KE5|Q72KE5_THET2	1.5e-06	116-160		beta barrels	YmcC-like	YmcC-like	DUF3108_like	4200.1.1.2	
tr|Q72IE0|Q72IE0_THET2	2.8e-59	45-269		a/b three-layered sandwiches	ClpP/crotonase	ClpP/crotonase	Carboxyl_trans_C	2486.1.1.2	
tr|Q72IE0|Q72IE0_THET2	9.1e-51	303-537		a/b three-layered sandwiches	ClpP/crotonase	ClpP/crotonase	Carboxyl_trans_C	2486.1.1.2	
tr|Q72HL4|Q72HL4_THET2	1.6e-19	7-126		a+b two layers	Enolase-N/ribosomal protein	Enolase N-terminal domain-like	MR_MLE_N	218.1.1.3	
tr|Q72HL4|Q72HL4_THET2	6.1e-41	131-342		a/b barrels	TIM beta/alpha-barrel	TIM barrels	MR_MLE_C_1	2002.1.1.1056	
tr|Q72L08|Q72L08_THET2	1.1e-30	5-77		alpha bundles	Long alpha-hairpin	GreA transcript cleavage protein, N-terminal domain	GreA_GreB_N	192.1.1.1	
tr|Q72L08|Q72L08_THET2	3.1e-27	83-153		a+b two layers	FKBP-like	FKBP-like	GreA_GreB	284.1.1.6	
tr|Q72KD3|Q72KD3_THET2	4.6e-77	16-263		a/b three-layered sandwiches	ALDH-like	ALDH-like	Aldedh_1st_1	7524.1.1.2	
tr|Q72KD3|Q72KD3_THET2	1.7e-64	264-498		a/b three-layered sandwiches	ALDH-like	ALDH-like	Aldedh_2nd	7524.1.1.1	
tr|Q72I79|Q72I79_THET2	1.8e-37	2-106		a+b three layers	HIT-like	HIT-related	HIT	312.1.1.13	
tr|Q72L98|Q72L98_THET2	9.4e-06	24-49		beta sandwiches	Composite domain of metallo-dependent hydrolases	Composite domain of metallo-dependent hydrolases	Amidohydro_3	65.1.1.61	
tr|Q72I93|Q72I93_THET2	1.1e-09	6-86		a+b three layers	Profilin-like	profilin-like	Robl_LC7	223.2.1.9	
tr|Q72K28|Q72K28_THET2	2.6e-15	435-475		alpha arrays	HTH	tetra-helical, LuxR-like	HTH_30	101.1.3.10	
tr|Q72K28|Q72K28_THET2	4.4e-06	451-469		alpha arrays	HTH	tri-helical	HTH_8	101.1.1.23	
tr|Q72LL2|Q72LL2_THET2	3.7e-85	3-243		a/b three-layered sandwiches	Rossmann-like	NAD(P)-binding Rossmann-fold domains	adh_short_C2	2003.1.1.417	
tr|Q745T2|Q745T2_THET2	6.9e-09	403-530		alpha arrays	WY-domain in RXLR effectors	WY-domain in RXLR effectors	TPR_11_9	3455.1.1.21	
tr|Q746N5|Q746N5_THET2	2.5e-38	19-192		a+b two layers	Alpha-beta plaits	FMN-dependent nitroreductase-like	Nitroreductase	304.103.1.1	
tr|Q72K12|Q72K12_THET2	1.7e-74	6-226		alpha bundles	Ferritin/Heme oxygenase/4-helical cytokines	Heme oxygenase/Ribonucleotide reductase	PaaA_PaaC	150.1.2.9	
tr|Q746H0|Q746H0_THET2	4.5e-06	206-264		alpha bundles	Tetracyclin repressor-like, C-terminal domain	Tetracyclin repressor-like, C-terminal domain	TetR_C_14	191.1.1.97	
tr|Q72LQ1|Q72LQ1_THET2	6.2e-39	4-191		a/b three-layered sandwiches	Flavodoxin-like	Flavoproteins	FMN_red	2007.2.1.5	
tr|Q72HU7|Q72HU7_THET2	1.0e-59	2-149		a+b two layers	Alpha-beta plaits	6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase, HPPK	HPPK	304.45.1.1	
tr|Q72HQ9|Q72HQ9_THET2	4.3e-07	407-458		a+b two layers	NosL/MerB-like	DUF2233	NAGPA	4187.2.1.1	
tr|Q72GS0|Q72GS0_THET2	2.3e-94	8-260		alpha bundles	Transhydrogeanse domain II	Transhydrogeanse domain II	PNTB_N	3892.1.1.2	
tr|Q72GS0|Q72GS0_THET2	2.0e-81	282-448		a/b three-layered sandwiches	Rossmann-like	DHS-like NAD/FAD-binding domain	PNTB_C	2003.1.4.47	
tr|Q72IN5|Q72IN5_THET2	1.2e-28	24-113		beta sandwiches	jelly-roll	Double-stranded beta-helix	Cupin_2	10.12.1.74	
tr|Q72IN5|Q72IN5_THET2	4.0e-06	82-101		beta sandwiches	jelly-roll	Double-stranded beta-helix	JmjC_1	10.12.1.38	
tr|Q72I46|Q72I46_THET2	7.1e-48	91-421		alpha bundles	Type II ABC exporter transmembrane domain fold	Type I ABC importer transmembrane domain fold	BPD_transp_1	1075.3.1.1	
tr|Q72GP2|Q72GP2_THET2	3.4e-65	7-281		a/b barrels	TIM beta/alpha-barrel	TIM barrels	PHP	2002.1.1.151	
tr|Q72GP2|Q72GP2_THET2	5.7e-113	309-332,378-621	NC	a+b three layers	Nucleotidyltransferase-like	Nucleotidyltransferase	DNA_pol3_alpha_N	316.1.1.35	
tr|Q72GP2|Q72GP2_THET2	6.2e-10	979-1047		a+b two layers	Homing endonucleases-like	Homing endonucleases	LAGLIDADG_3	242.1.1.6	
tr|Q72GP2|Q72GP2_THET2	2.5e-07	1189-1238,1661-1680	NC	alpha arrays	DNA polymerase III finger domain	DNA polymerase III finger domain	DNA_pol3_alpha_C	3584.1.1.2	
tr|Q72GP2|Q72GP2_THET2	6.7e-16	1239-1364,1607-1661	IS NC	beta complex topology	Hedgehog/intein	Hint	Intein_splicing	69.1.1.9	
tr|Q72GP2|Q72GP2_THET2	5.2e-09	1448-1512	IS	a+b two layers	Homing endonucleases-like	Homing endonucleases	LAGLIDADG_3	242.1.1.6	
tr|Q72GP2|Q72GP2_THET2	1.3e-65	1683-1857		alpha arrays	HhH/H2TH	SAM domain-like	HHH_6	102.1.1.223	
tr|Q72GP2|Q72GP2_THET2	5.1e-26	1860-1970		beta barrels	OB-fold	Nucleic acid-binding proteins	tRNA_anti-codon_1	2.1.1.537	
tr|Q72GP2|Q72GP2_THET2	4.6e-20	1975-2049		a+b two layers	DNA polymerase III C-terminal domain	DNA polymerase III C-terminal domain	dnaE	3585.1.1.1	
tr|Q72HW2|Q72HW2_THET2	9.4e-38	42-158		beta sandwiches	Cupredoxin-like	Cupredoxin-related	Cu-oxidase_3_1	3156.1.1.18	
tr|Q72HW2|Q72HW2_THET2	4.2e-43	168-306		beta sandwiches	Cupredoxin-like	Cupredoxin-related	Cu-oxidase	3156.1.1.41	
tr|Q72HW2|Q72HW2_THET2	2.1e-36	345-461		beta sandwiches	Cupredoxin-like	Cupredoxin-related	Cu-oxidase_2	3156.1.1.6	
tr|Q745Z1|Q745Z1_THET2	3.4e-26	10-94		alpha complex topology	Sigma2 domain-like	Sigma2 domain of RNA polymerase sigma factors	Sigma70_r2	142.1.1.4	
tr|Q745Z1|Q745Z1_THET2	7.1e-21	127-184		alpha arrays	HTH	tri-helical	Sigma70_r4_2	101.1.1.358	
tr|Q745Z1|Q745Z1_THET2	5.7e-06	153-174		N/A	N/A	N/A	HTH_17_like	N/A	
tr|Q72GJ9|Q72GJ9_THET2	5.5e-34	3-117		a/b three-layered sandwiches	Flavodoxin-like	CheY-like	Response_reg	2007.1.3.29	
tr|Q72GJ9|Q72GJ9_THET2	2.9e-37	124-220		alpha arrays	HTH	winged	Trans_reg_C	101.1.2.815	
tr|Q72GR3|Q72GR3_THET2	8.5e-24	188-344		a/b three-layered sandwiches	P-loop domains-like	P-loop containing nucleoside triphosphate hydrolases	Sigma54_activat	2004.1.1.190	
tr|Q72IX8|Q72IX8_THET2	6.2e-14	29-116,193-242	NC	beta barrels	SH3	LexA/Signal peptidase	Peptidase_S24_1	4.11.1.13	
tr|Q72KQ5|Q72KQ5_THET2	1.9e-75	4-249		a/b three-layered sandwiches	Rossmann-like	NAD(P)-binding Rossmann-fold domains	adh_short_C2	2003.1.1.417	
tr|Q72KP4|Q72KP4_THET2	4.1e-31	81-242		a/b three-layered sandwiches	Rossmann-like	Ribokinase-like	PfkB	2003.6.1.4	
tr|Q72L27|Q72L27_THET2	1.3e-33	20-165		a+b complex topology	CoA-dependent acyltransferases	CoA-dependent acyltransferases	AMP-binding_1st	323.1.1.39	
tr|Q72L27|Q72L27_THET2	2.7e-42	180-335		a/b three-layered sandwiches	Rossmann-like domain in Acetyl-CoA synthetase-like proteins	Rossmann-like domain in Acetyl-CoA synthetase-like proteins	AMP-binding_2nd	7584.1.1.3	
tr|Q72L27|Q72L27_THET2	1.2e-24	359-433		beta barrels	beta-barrel domain in acetyl-CoA synthetase-like proteins	beta-barrel domain in acetyl-CoA synthetase-like proteins	AMP-binding_3rd	4011.1.1.16	
tr|Q72L27|Q72L27_THET2	8.9e-31	436-534		a+b two layers	Alpha-lytic protease prodomain-like	a+b domain in acetyl-CoA synthetase-like proteins	AMP-binding_C	327.5.1.12	
tr|Q72JC5|Q72JC5_THET2	1.0e-20	2-131		a/b barrels	TIM beta/alpha-barrel	TIM barrels	FAD_binding_3_1st	2002.1.1.1034	
tr|Q72JC5|Q72JC5_THET2	3.2e-06	4-28		a/b three-layered sandwiches	Rossmann-like	NAD(P)-binding Rossmann-fold domains	ADH_zinc_N	2003.1.1.8	
tr|Q72JC5|Q72JC5_THET2	2.0e-22	160-317		a/b three-layered sandwiches	Rossmann-like	NAD(P)-binding Rossmann-fold domains	Pyr_redox_2	2003.1.1.428	
tr|Q72GA7|Q72GA7_THET2	8.2e-13	10-171		alpha complex topology	Major facilitator superfamily (MFS) general substrate transporter	Major facilitator superfamily (MFS) general substrate transporter	MFS_1	5050.1.1.2	
tr|Q72GA7|Q72GA7_THET2	2.2e-07	195-346		alpha complex topology	Major facilitator superfamily (MFS) general substrate transporter	Major facilitator superfamily (MFS) general substrate transporter	MFS_1_1	5050.1.1.8	
tr|Q72KT4|Q72KT4_THET2	6.9e-14	5-80		a+b two layers	a+b domain in putative modulator of DNA gyrase, PmbA/TldD (Pfam 01523)	a+b domain in putative modulator of DNA gyrase, PmbA/TldD (Pfam 01523)	PmbA_TldD_1st	512.1.1.1	
tr|Q72KT4|Q72KT4_THET2	1.2e-10	130-223		a+b two layers	a+b domain in putative modulator of DNA gyrase, PmbA/TldD (Pfam 01523)	a+b domain in putative modulator of DNA gyrase, PmbA/TldD (Pfam 01523)	PmbA_TldD_2nd	512.1.1.2	
tr|Q72KT4|Q72KT4_THET2	2.2e-55	231-434		beta barrels	barrel domain in putative modulator of DNA gyrase, PmbA/TldD	barrel domain in putative modulator of DNA gyrase, PmbA/TldD	PmbA_TldD_3rd	3053.1.1.1	
tr|Q72LE7|Q72LE7_THET2	4.9e-83	5-300		a+b two layers	4Fe-4S ferredoxin	4Fe-4S ferredoxin	DUF1730	205.1.1.46	
tr|Q72LE7|Q72LE7_THET2	1.5e-06	171-195		alpha arrays	alpha-helical ferredoxin-like	alpha-helical ferredoxin	Fer4_21_1	187.1.1.9	
tr|Q72JS9|Q72JS9_THET2	3.8e-48	4-120		a+b two layers	Ribosomal protein S5 domain 2-like	Ribosomal protein S5 domain 2-like	UPF0029	212.1.1.21	
tr|Q72JS9|Q72JS9_THET2	1.3e-25	126-190		a+b two layers	Alpha-beta plaits	EF-G C-terminal domain-like	DUF1949	304.24.1.1	
tr|Q72LJ5|Q72LJ5_THET2	6.8e-44	94-206		a+b duplicates or obligate multimers	CBS-domain	CBS-domain	IMPDH_2nd	282.1.1.4	
tr|Q72LJ5|Q72LJ5_THET2	2.9e-112	202-471		a/b barrels	TIM beta/alpha-barrel	TIM barrels	IMPDH_1st	2002.1.1.217	
tr|Q746P3|Q746P3_THET2	5.4e-14	1-96		a/b three-layered sandwiches	Tetrapyrrole methylase N-terminal domain	Tetrapyrrole methylase N-terminal domain	TP_methylase_N	7550.1.1.1	
tr|Q746P3|Q746P3_THET2	5.0e-25	229-356		a/b three-layered sandwiches	Rossmann-like	S-adenosyl-L-methionine-dependent methyltransferases	Methyltransf_11_4	2003.1.5.26	
tr|Q72IP3|Q72IP3_THET2	6.2e-40	3-102		a+b two layers	beta-Grasp	Ubiquitin-like	Fer2_3	221.1.1.68	
tr|Q72IP3|Q72IP3_THET2	2.2e-36	135-227		alpha arrays	alpha-helical ferredoxin-like	alpha-helical ferredoxin	Fer4_8	187.1.1.5	
tr|Q72LC4|Q72LC4_THET2	3.2e-09	82-214		a/b three-layered sandwiches	Rossmann-like domain in Acetyl-CoA synthetase-like proteins	Rossmann-like domain in Acetyl-CoA synthetase-like proteins	AMP-binding_2nd	7584.1.1.3	
tr|Q72LC4|Q72LC4_THET2	2.0e-20	231-276		beta barrels	beta-barrel domain in acetyl-CoA synthetase-like proteins	beta-barrel domain in acetyl-CoA synthetase-like proteins	PaaK	4011.1.1.9	
tr|Q72LC4|Q72LC4_THET2	2.2e-08	291-343		a+b two layers	Alpha-lytic protease prodomain-like	a+b domain in acetyl-CoA synthetase-like proteins	AMP-binding_C_2	327.5.1.2	
tr|Q72I58|Q72I58_THET2	2.2e-65	6-158		a/b three-layered sandwiches	PRTase-like	PRTase-like	Pribosyltran_N	7573.1.1.2	
tr|Q72I58|Q72I58_THET2	5.1e-54	164-306		a/b three-layered sandwiches	PRTase-like	PRTase-like	Pribosyl_synth	7573.1.1.3	
tr|Q72JU4|Q72JU4_THET2	1.3e-27	5-87		alpha bundles	Domain of the SRP/SRP receptor G proteins-like	Domain of the SRP/SRP receptor G-proteins	SRP54_N	181.1.1.1	
tr|Q72JU4|Q72JU4_THET2	2.8e-78	97-292		a/b three-layered sandwiches	P-loop domains-like	P-loop containing nucleoside triphosphate hydrolases	SRP54	2004.1.1.156	
tr|Q72JU4|Q72JU4_THET2	1.9e-36	320-420		alpha arrays	HTH	tri-helical	SRP_SPB	101.1.1.59	
tr|Q72GE8|Q72GE8_THET2	7.2e-20	24-102		beta sandwiches	jelly-roll	Double-stranded beta-helix	Cupin_2	10.12.1.74	
tr|Q72LN7|Q72LN7_THET2	5.5e-14	23-79		alpha arrays	alpha-helical ferredoxin-like	alpha-helical ferredoxin	Fer4_21_1	187.1.1.9	
tr|Q72LN7|Q72LN7_THET2	1.5e-07	55-79		a+b two layers	4Fe-4S ferredoxin	4Fe-4S ferredoxin	Fer4_7	205.1.1.6	
tr|Q72J80|Q72J80_THET2	8.2e-43	5-280		alpha bundles	Drug/Metabolite transporter	Drug/Metabolite transporter	EamA	5059.1.1.2	
tr|Q746B3|Q746B3_THET2	6.6e-35	1-134		a/b three-layered sandwiches	HAD domain-like	PIN domain-like	PIN	2006.1.4.4	
tr|Q72GJ7|Q72GJ7_THET2	1.9e-26	9-108		alpha bundles	Spectrin repeat-like	PhoU-like (Pfam 01895)	PhoU	604.5.1.6	
tr|Q72GJ7|Q72GJ7_THET2	9.1e-31	118-210		alpha bundles	Spectrin repeat-like	PhoU-like (Pfam 01895)	PhoU	604.5.1.6	
tr|Q72KX3|Q72KX3_THET2	5.6e-25	9-187		alpha bundles	Type II ABC exporter transmembrane domain fold	Type I ABC importer transmembrane domain fold	BPD_transp_1	1075.3.1.1	
tr|Q72KX3|Q72KX3_THET2	7.4e-33	204-355		alpha bundles	Type II ABC exporter transmembrane domain fold	Type I ABC importer transmembrane domain fold	BPD_transp_1	1075.3.1.1	
tr|Q72GJ6|Q72GJ6_THET2	3.1e-29	25-121		alpha bundles	Release factor (Pfam 00472) N-terminal alpha helical domain	Release factor (Pfam 00472) N-terminal alpha helical domain	PCRF_N_1	4006.1.1.2	
tr|Q72GJ6|Q72GJ6_THET2	9.8e-40	126-226		a+b two layers	Alpha-beta plaits	Ferredoxin-like domain in release factor	PCRF_C	304.116.1.1	
