Gene	AA Sequence	Superfam ID	Superfam Name	Fold Name
paaF	2-255	52096	ClpP/crotonase:	ClpP/crotonase
paaG	1-261	52096	ClpP/crotonase:	ClpP/crotonase
paaH	2-187	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
    	187-294	48179	6-phosphogluconate dehydrogenase C-terminal domain-like:	6-phosphogluconate dehydrogenase C-terminal domain-like
    	386-467	48179	6-phosphogluconate dehydrogenase C-terminal domain-like:	6-phosphogluconate dehydrogenase C-terminal domain-like
paaJ	4-276	53901	Thiolase-like:	Thiolase-like
    	277-400	53901	Thiolase-like:	Thiolase-like
paaY	2-168	51161	Trimeric LpxA-like enzymes:	Single-stranded left-handed beta-helix
ynbC	7-143,210-281	53474	alpha/beta-Hydrolases:	alpha/beta-Hydrolases
    	392-577	53335	S-adenosyl-L-methionine-dependent methyltransferases:	S-adenosyl-L-methionine-dependent methyltransferases
ynbD	281-429	52799	(Phosphotyrosine protein) phosphatases II:	(Phosphotyrosine protein) phosphatases II
azoR	1-199	52218	Flavoproteins:	Flavodoxin-like
hrpA	74-601	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
aldA	7-476	53720	ALDH-like:	ALDH-like
cybB	4-172	81342	Transmembrane di-heme cytochromes:	Heme-binding four-helical bundle
trg	244-527	58104	Methyl-accepting chemotaxis protein (MCP) signaling domain:	Antiparallel coiled-coil
    	27-176	47170	Aspartate receptor, ligand-binding domain:	Four-helical up-and-down bundle
ydcI	102-305	53850	Periplasmic binding protein-like II:	Periplasmic binding protein-like II
    	10-121	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
opgD	45-421	74650	Galactose mutarotase-like:	Supersandwich
    	423-537	81296	E set domains:	Immunoglobulin-like beta-sandwich
rimL	7-175	55729	Acyl-CoA N-acyltransferases (Nat):	Acyl-CoA N-acyltransferases (Nat)
ydcK	4-318	51161	Trimeric LpxA-like enzymes:	Single-stranded left-handed beta-helix
sutR	51-176	51182	RmlC-like cupins:	Double-stranded beta-helix
    	4-71	47413	lambda repressor-like DNA-binding domains:	lambda repressor-like DNA-binding domains
hicA	1-58	54786	YcfA/nrd intein domain:	dsRBD-like
hicB	1-64	143100	TTHA1013/TTHA0281-like:	TTHA1013/TTHA0281-like
    	82-136	47413	lambda repressor-like DNA-binding domains:	lambda repressor-like DNA-binding domains
ydcR	91-466	53383	PLP-dependent transferases:	PLP-dependent transferase-like
    	2-70	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
ydcS	33-358	53850	Periplasmic binding protein-like II:	Periplasmic binding protein-like II
ydcT	5-241	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
    	240-328	50331	MOP-like:	OB-fold
ydcU	31-307	161098	MetI-like:	MetI-like
patD	2-473	53720	ALDH-like:	ALDH-like
mnaT	3-165	55729	Acyl-CoA N-acyltransferases (Nat):	Acyl-CoA N-acyltransferases (Nat)
mcbR	81-216	48008	GntR ligand-binding domain-like:	GntR ligand-binding domain-like
    	7-78	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
yncD	25-696	56935	Porins:	Transmembrane beta-barrels
yncE	34-337	51004	C-terminal (heme d1) domain of cytochrome cd1-nitrite reductase:	8-bladed beta-propeller
yncG	79-203	47616	GST C-terminal domain-like:	GST C-terminal domain-like
    	2-79	52833	Thioredoxin-like:	Thioredoxin fold
pptA	2-76	55331	Tautomerase/MIF:	Tautomerase/MIF
yddH	8-186	50475	FMN-binding split barrel:	Split barrel-like
nhoA	2-269	54001	Cysteine proteinases:	Cysteine proteinases
yddE	6-290	54506	Diaminopimelate epimerase-like:	Diaminopimelate epimerase-like
narV	3-225	103501	Respiratory nitrate reductase 1 gamma chain:	Heme-binding four-helical bundle
narW	2-156	89155	TorD-like:	TorD-like
narY	1-503	54862	4Fe-4S ferredoxins:	Ferredoxin-like
narZ	5-1070	53706	Formate dehydrogenase/DMSO reductase, domains 1-3:	Formate dehydrogenase/DMSO reductase, domains 1-3
    	1082-1235	50692	ADC-like:	Double psi beta-barrel
narU	17-457	103473	MFS general substrate transporter:	MFS general substrate transporter
yddG	191-291	103481	Multidrug resistance efflux transporter EmrE:	Multidrug resistance efflux transporter EmrE
    	48-140	103481	Multidrug resistance efflux transporter EmrE:	Multidrug resistance efflux transporter EmrE
fdnG	36-850	53706	Formate dehydrogenase/DMSO reductase, domains 1-3:	Formate dehydrogenase/DMSO reductase, domains 1-3
    	886-1015	50692	ADC-like:	Double psi beta-barrel
adhP	1-169	50129	GroES-like:	GroES-like
   F	135-302	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
maeA	7-270	53223	Aminoacid dehydrogenase-like, N-terminal domain:	Aminoacid dehydrogenase-like, N-terminal domain
    	271-562	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
ddpF	6-241	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
ddpD	3-261	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
ddpC	88-274	161098	MetI-like:	MetI-like
ddpB	96-161,199-323	161098	MetI-like:	MetI-like
ddpA	30-509	53850	Periplasmic binding protein-like II:	Periplasmic binding protein-like II
dosP	547-794	141868	EAL domain-like:	TIM beta/alpha-barrel
    	381-532	55073	Nucleotide cyclase:	Ferredoxin-like
    	25-134	55785	PYP-like sensor domain (PAS domain):	Profilin-like
    	143-250	55785	PYP-like sensor domain (PAS domain):	Profilin-like
dosC	300-456	55073	Nucleotide cyclase:	Ferredoxin-like
    	5-152	46458	Globin-like:	Globin-like
yddW	81-365	51445	(Trans)glycosidases:	TIM beta/alpha-barrel
pqqL	35-251	63411	LuxS/MPP-like metallohydrolase:	LuxS/MPP-like metallohydrolase
    	510-732	63411	LuxS/MPP-like metallohydrolase:	LuxS/MPP-like metallohydrolase
    	749-923	63411	LuxS/MPP-like metallohydrolase:	LuxS/MPP-like metallohydrolase
    	259-452	63411	LuxS/MPP-like metallohydrolase:	LuxS/MPP-like metallohydrolase
yddB	31-187,217-790	56935	Porins:	Transmembrane beta-barrels
yddA	360-557	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
    	35-349	90123	ABC transporter transmembrane region:	ABC transporter transmembrane region
ydeM	10-328	102114	Radical SAM enzymes:	TIM beta/alpha-barrel
ydeO	186-235	46689	Homeodomain-like:	DNA/RNA-binding 3-helical bundle
ydeP	46-625	53706	Formate dehydrogenase/DMSO reductase, domains 1-3:	Formate dehydrogenase/DMSO reductase, domains 1-3
    	641-758	50692	ADC-like:	Double psi beta-barrel
ydeQ	25-182	49401	Bacterial adhesins:	Common fold of diphtheria toxin/transcription factors/cytochrome f
    	184-304	49401	Bacterial adhesins:	Common fold of diphtheria toxin/transcription factors/cytochrome f
ydeR	27-167	49401	Bacterial adhesins:	Common fold of diphtheria toxin/transcription factors/cytochrome f
ydeS	33-176	49401	Bacterial adhesins:	Common fold of diphtheria toxin/transcription factors/cytochrome f
hipB	5-70	47413	lambda repressor-like DNA-binding domains:	lambda repressor-like DNA-binding domains
lsrK	13-263	53067	Actin-like ATPase domain:	Ribonuclease H-like motif
    	262-512	53067	Actin-like ATPase domain:	Ribonuclease H-like motif
lsrR	67-316	100950	NagB/RpiA/CoA transferase-like:	NagB/RpiA/CoA transferase-like
lsrA	10-230	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
    	262-484	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
lsrB	27-340	53822	Periplasmic binding protein-like I:	Periplasmic binding protein-like I
lsrF	35-275	51569	Aldolase:	TIM beta/alpha-barrel
tam	21-239	53335	S-adenosyl-L-methionine-dependent methyltransferases:	S-adenosyl-L-methionine-dependent methyltransferases
uxaB	2-264	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
    	273-482	48179	6-phosphogluconate dehydrogenase C-terminal domain-like:	6-phosphogluconate dehydrogenase C-terminal domain-like
dgcF	151-306	55073	Nucleotide cyclase:	Ferredoxin-like
sad	9-460	53720	ALDH-like:	ALDH-like
yneJ	86-283	53850	Periplasmic binding protein-like II:	Periplasmic binding protein-like II
    	1-109	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
marR	14-142	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
eamA	42-132	103481	Multidrug resistance efflux transporter EmrE:	Multidrug resistance efflux transporter EmrE
    	201-287	103481	Multidrug resistance efflux transporter EmrE:	Multidrug resistance efflux transporter EmrE
ydeE	7-384	103473	MFS general substrate transporter:	MFS general substrate transporter
dgcZ	134-289	55073	Nucleotide cyclase:	Ferredoxin-like
ydeI	30-130	101756	Hypothetical protein YgiW:	OB-fold
ydeJ	16-171	142433	CinA-like:	Anticodon-binding domain-like
dcp	5-679	55486	Metalloproteases ("zincins"), catalytic domain:	Zincin-like
ydfI	5-278	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
    	280-483	48179	6-phosphogluconate dehydrogenase C-terminal domain-like:	6-phosphogluconate dehydrogenase C-terminal domain-like
pinQ	4-144	53041	Resolvase-like:	Resolvase-like
    	147-187	46689	Homeodomain-like:	DNA/RNA-binding 3-helical bundle
ydfN	86-220	88874	Receptor-binding domain of short tail fibre protein gp12:	Receptor-binding domain of short tail fibre protein gp12
    	252-319	88874	Receptor-binding domain of short tail fibre protein gp12:	Receptor-binding domain of short tail fibre protein gp12
ydfO	3-128	160419	YdfO-like:	YdfO-like
cspI	3-69	50249	Nucleic acid-binding proteins:	OB-fold
rrrQ	5-172	53955	Lysozyme-like:	Lysozyme-like
cspB	3-69	50249	Nucleic acid-binding proteins:	OB-fold
cspF	3-69	50249	Nucleic acid-binding proteins:	OB-fold
ydfT	146-195	57938	DnaJ/Hsp40 cysteine-rich domain:	DnaJ/Hsp40 cysteine-rich domain
relE	1-82	143011	RelE-like:	RelE-like
dicC	1-60	47413	lambda repressor-like DNA-binding domains:	lambda repressor-like DNA-binding domains
dicA	4-74	47413	lambda repressor-like DNA-binding domains:	lambda repressor-like DNA-binding domains
rspB	1-170	50129	GroES-like:	GroES-like
   F	137-304	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
speG	7-169	55729	Acyl-CoA N-acyltransferases (Nat):	Acyl-CoA N-acyltransferases (Nat)
ynfE	50-688	53706	Formate dehydrogenase/DMSO reductase, domains 1-3:	Formate dehydrogenase/DMSO reductase, domains 1-3
    	679-808	50692	ADC-like:	Double psi beta-barrel
ynfF	53-688	53706	Formate dehydrogenase/DMSO reductase, domains 1-3:	Formate dehydrogenase/DMSO reductase, domains 1-3
   F	632-807	50692	ADC-like:	Double psi beta-barrel
clcB	3-415	81340	Clc chloride channel:	Clc chloride channel
mlc	87-391	53067	Actin-like ATPase domain:	Ribonuclease H-like motif
    	12-77	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
ynfL	89-296	53850	Periplasmic binding protein-like II:	Periplasmic binding protein-like II
    	4-89	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
ynfM	23-415	103473	MFS general substrate transporter:	MFS general substrate transporter
ydgD	33-85,113-270	50494	Trypsin-like serine proteases:	Trypsin-like serine proteases
pntA	1-168	52283	Formate/glycerate dehydrogenase catalytic domain-like:	Flavodoxin-like
   F	137-317	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
ydgH	3-93	159871	YdgH-like:	Dodecin subunit-like
    	239-314	159871	YdgH-like:	Dodecin subunit-like
    	107-177	159871	YdgH-like:	Dodecin subunit-like
folM	9-239	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
rstA	2-120	52172	CheY-like:	Flavodoxin-like
    	139-234	46894	C-terminal effector domain of the bipartite response regulators:	DNA/RNA-binding 3-helical bundle
rstB	261-424	55874	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase:	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase
    	194-271	47384	Homodimeric domain of signal transducing histidine kinase:	ROP-like
tus	5-308	56596	Replication terminator protein (Tus):	Replication terminator protein (Tus)
fumC	5-460	48557	L-aspartase-like:	L-aspartase-like
manA	1-375	51182	RmlC-like cupins:	Double-stranded beta-helix
uidA	274-590	51445	(Trans)glycosidases:	TIM beta/alpha-barrel
    	1-180	49785	Galactose-binding domain-like:	Galactose-binding domain-like
    	182-273	49303	beta-Galactosidase/glucuronidase domain:	Immunoglobulin-like beta-sandwich
hdhA	8-249	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
malI	63-338	53822	Periplasmic binding protein-like I:	Periplasmic binding protein-like I
    	5-64	47413	lambda repressor-like DNA-binding domains:	lambda repressor-like DNA-binding domains
malX	454-525	55604	Glucose permease domain IIB:	Homing endonuclease-like
malY	1-386	53383	PLP-dependent transferases:	PLP-dependent transferase-like
ydgJ	2-192	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
rsxB	38-174	54862	4Fe-4S ferredoxins:	Ferredoxin-like
rsxC	94-303	142019	Nqo1 FMN-binding domain-like:	Nqo1 FMN-binding domain-like
    	336-444	46548	alpha-helical ferredoxin:	Globin-like
dtpA	12-212,257-490	103473	MFS general substrate transporter:	MFS general substrate transporter
tyrS	4-328	52374	Nucleotidylyl transferase:	Adenine nucleotide alpha hydrolase-like
    	327-423	55174	Alpha-L RNA-binding motif:	Alpha-L RNA-binding motif
mliC	28-107	141488	YdhA-like:	Streptavidin-like
anmK	5-37,66-111,143-341	53067	Actin-like ATPase domain:	Ribonuclease H-like motif
ydhJ	43-218	111369	HlyD-like secretion proteins:	HlyD-like secretion proteins
ydhF	4-295	51430	NAD(P)-linked oxidoreductase:	TIM beta/alpha-barrel
rnt	18-206	53098	Ribonuclease H-like:	Ribonuclease H-like motif
lhr	44-220,270-314,348-421	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
ydhC	5-379	103473	MFS general substrate transporter:	MFS general substrate transporter
ydhQ	39-394	51126	Pectin lyase-like:	Single-stranded right-handed beta-helix
ydhS	1-269	51905	FAD/NAD(P)-binding domain:	FAD/NAD(P)-binding domain
ydhU	62-259	81342	Transmembrane di-heme cytochromes:	Heme-binding four-helical bundle
ydhV	212-699	48310	Aldehyde ferredoxin oxidoreductase, C-terminal domains:	Aldehyde ferredoxin oxidoreductase, C-terminal domains
    	3-210	56228	Aldehyde ferredoxin oxidoreductase, N-terminal domain:	Aldehyde ferredoxin oxidoreductase, N-terminal domain
ldtE	94-232	141523	L,D-transpeptidase catalytic domain-like:	L,D-transpeptidase catalytic domain-like
sufS	3-401	53383	PLP-dependent transferases:	PLP-dependent transferase-like
sufD	11-420	101960	Stabilizer of iron transporter SufD:	Single-stranded right-handed beta-helix
sufC	2-231	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
sufB	41-86,125-492	101960	Stabilizer of iron transporter SufD:	Single-stranded right-handed beta-helix
ydiJ	18-282	56176	FAD-binding/transporter-associated domain-like:	FAD-binding/transporter-associated domain-like
    	258-542	55103	FAD-linked oxidases, C-terminal domain:	Ferredoxin-like
    	519-622,655-691	46548	alpha-helical ferredoxin:	Globin-like
ydiM	6-395	103473	MFS general substrate transporter:	MFS general substrate transporter
ydiB	107-283	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
    	9-106	53223	Aminoacid dehydrogenase-like, N-terminal domain:	Aminoacid dehydrogenase-like, N-terminal domain
aroD	1-251	51569	Aldolase:	TIM beta/alpha-barrel
ydiP	232-284	46689	Homeodomain-like:	DNA/RNA-binding 3-helical bundle
    	21-94	51182	RmlC-like cupins:	Double-stranded beta-helix
    	179-230	46689	Homeodomain-like:	DNA/RNA-binding 3-helical bundle
ydiQ	1-250	52402	Adenine nucleotide alpha hydrolases-like:	Adenine nucleotide alpha hydrolase-like
ydiR	189-309	52467	DHS-like NAD/FAD-binding domain:	DHS-like NAD/FAD-binding domain
    	6-174	52402	Adenine nucleotide alpha hydrolases-like:	Adenine nucleotide alpha hydrolase-like
ydiS	2-182,283-392	51905	FAD/NAD(P)-binding domain:	FAD/NAD(P)-binding domain
    	180-283	54373	FAD-linked reductases, C-terminal domain:	FAD-linked reductases, C-terminal domain
ydiT	42-91	54862	4Fe-4S ferredoxins:	Ferredoxin-like
fadK	24-535	56801	Acetyl-CoA synthetase-like:	Acetyl-CoA synthetase-like
aroH	7-347	51569	Aldolase:	TIM beta/alpha-barrel
ydiV	13-230	141868	EAL domain-like:	TIM beta/alpha-barrel
btuD	14-226	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
btuE	6-182	52833	Thioredoxin-like:	Thioredoxin fold
pheT	197-393	56037	PheT/TilS domain:	PheT/TilS domain
    	467-690	55681	Class II aaRS and biotin synthetases:	Class II aaRS and biotin synthetases
    	45-147	50249	Nucleic acid-binding proteins:	OB-fold
    	696-794	54991	Anticodon-binding domain of PheRS:	Ferredoxin-like
    	403-475	46955	Putative DNA-binding domain:	Putative DNA-binding domain
    	1-38,153-191	46955	Putative DNA-binding domain:	Putative DNA-binding domain
pheS	92-326	55681	Class II aaRS and biotin synthetases:	Class II aaRS and biotin synthetases
    	11-90	46589	tRNA-binding arm:	Long alpha-hairpin
pfkB	4-299	53613	Ribokinase-like:	Ribokinase-like
yniA	4-280	56112	Protein kinase-like (PK-like):	Protein kinase-like (PK-like)
hxpB	7-216	56784	HAD-like:	HAD-like
tcyP	29-443	118215	Proton glutamate symport protein:	Proton glutamate symport protein
katE	80-564	56634	Heme-dependent catalase-like:	Heme-dependent catalase-like
    	599-749	52317	Class I glutamine amidotransferase-like:	Flavodoxin-like
chbG	1-249	88713	Glycoside hydrolase/deacetylase:	7-stranded beta/alpha barrel
chbF	173-443	56327	LDH C-terminal domain-like:	LDH C-terminal domain-like
    	4-167	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
chbR	25-162	51182	RmlC-like cupins:	Double-stranded beta-helix
    	225-275	46689	Homeodomain-like:	DNA/RNA-binding 3-helical bundle
nadE	3-273	52402	Adenine nucleotide alpha hydrolases-like:	Adenine nucleotide alpha hydrolase-like
cho	34-111	82771	GIY-YIG endonuclease:	GIY-YIG endonuclease
ves	1-182	51182	RmlC-like cupins:	Double-stranded beta-helix
astE	1-319	53187	Zn-dependent exopeptidases:	Phosphorylase/hydrolase-like
astB	3-441	55909	Pentein:	Pentein, beta/alpha-propeller
astD	3-455	53720	ALDH-like:	ALDH-like
astA	1-337	55729	Acyl-CoA N-acyltransferases (Nat):	Acyl-CoA N-acyltransferases (Nat)
astC	10-396	53383	PLP-dependent transferases:	PLP-dependent transferase-like
xthA	1-266	56219	DNase I-like:	DNase I-like
ynjA	3-173	69118	AhpD-like:	AhpD-like
ynjB	32-385	53850	Periplasmic binding protein-like II:	Periplasmic binding protein-like II
ynjC	306-497	161098	MetI-like:	MetI-like
    	8-256	161098	MetI-like:	MetI-like
ynjD	1-198	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
ynjE	288-428	52821	Rhodanese/Cell cycle control phosphatase:	Rhodanese/Cell cycle control phosphatase
    	141-275	52821	Rhodanese/Cell cycle control phosphatase:	Rhodanese/Cell cycle control phosphatase
    	33-128	52821	Rhodanese/Cell cycle control phosphatase:	Rhodanese/Cell cycle control phosphatase
nudG	1-125	55811	Nudix:	Nudix
gdhA	23-199	53223	Aminoacid dehydrogenase-like, N-terminal domain:	Aminoacid dehydrogenase-like, N-terminal domain
    	202-446	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
topB	1-607	56712	Prokaryotic type I DNA topoisomerase:	Prokaryotic type I DNA topoisomerase
selD	13-157	55326	PurM N-terminal domain-like:	Bacillus chorismate mutase-like
    	164-336	56042	PurM C-terminal domain-like:	PurM C-terminal domain-like
sppA	321-440,468-530	52096	ClpP/crotonase:	ClpP/crotonase
    	30-181,212-287	52096	ClpP/crotonase:	ClpP/crotonase
pncA	4-208	52499	Isochorismatase-like hydrolases:	Isochorismatase-like hydrolases
ydjE	9-449	103473	MFS general substrate transporter:	MFS general substrate transporter
ydjF	76-234	100950	NagB/RpiA/CoA transferase-like:	NagB/RpiA/CoA transferase-like
    	4-71	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
ydjJ	11-178	50129	GroES-like:	GroES-like
   F	142-310	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
ydjK	14-449	103473	MFS general substrate transporter:	MFS general substrate transporter
ydjL	3-184	50129	GroES-like:	GroES-like
   F	147-321	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
yeaD	8-273	74650	Galactose mutarotase-like:	Supersandwich
yeaE	4-273	51430	NAD(P)-linked oxidoreductase:	TIM beta/alpha-barrel
cdgI	333-488	55073	Nucleotide cyclase:	Ferredoxin-like
nimR	23-157	51182	RmlC-like cupins:	Double-stranded beta-helix
    	213-259	46689	Homeodomain-like:	DNA/RNA-binding 3-helical bundle
nimT	7-389	103473	MFS general substrate transporter:	MFS general substrate transporter
dgcP	179-331	55073	Nucleotide cyclase:	Ferredoxin-like
    	18-167	55781	GAF domain-like:	Profilin-like
dmlR	93-300	53850	Periplasmic binding protein-like II:	Periplasmic binding protein-like II
    	7-90	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
yeaX	106-223	52343	Ferredoxin reductase-like, C-terminal NADP-linked domain:	Ferredoxin reductase-like, C-terminal NADP-linked domain
    	3-104	63380	Riboflavin synthase domain-like:	Reductase/isomerase/elongation factor common domain
    	218-321	54292	2Fe-2S ferredoxin-like:	beta-Grasp (ubiquitin-like)
rnd	1-210	53098	Ribonuclease H-like:	Ribonuclease H-like motif
    	194-301	47819	HRDC-like:	SAM domain-like
    	295-372	47819	HRDC-like:	SAM domain-like
tsaB	108-217	53067	Actin-like ATPase domain:	Ribonuclease H-like motif
    	3-106	53067	Actin-like ATPase domain:	Ribonuclease H-like motif
yoaA	13-232	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
    	38-88,477-542,573-597	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
nudL	8-181	55811	Nudix:	Nudix
rlmA	4-250	53335	S-adenosyl-L-methionine-dependent methyltransferases:	S-adenosyl-L-methionine-dependent methyltransferases
kdgR	77-259	55781	GAF domain-like:	Profilin-like
    	13-86	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
prc	194-264,350-537	52096	ClpP/crotonase:	ClpP/crotonase
   F	219-345	50156	PDZ domain-like:	PDZ domain-like
proQ	5-119	48657	FinO-like:	FinO-like
msrC	2-148	55781	GAF domain-like:	Profilin-like
rsmF	39-310	53335	S-adenosyl-L-methionine-dependent methyltransferases:	S-adenosyl-L-methionine-dependent methyltransferases
   F	119-406	-7	CATH:	
pphA	17-217	56300	Metallo-dependent phosphatases:	Metallo-dependent phosphatases
ptrB	2-408	50993	Peptidase/esterase 'gauge' domain:	7-bladed beta-propeller
    	414-655	53474	alpha/beta-Hydrolases:	alpha/beta-Hydrolases
yebE	88-212	158682	TerB-like:	TerB-like
purT	113-314	56059	Glutathione synthetase ATP-binding domain-like:	ATP-grasp
    	3-112	52440	PreATP-grasp domain:	PreATP-grasp domain
    	319-391	51246	Rudiment single hybrid motif:	Barrel-sandwich hybrid
pykA	3-78,160-345	51621	Phosphoenolpyruvate/pyruvate domain:	TIM beta/alpha-barrel
    	329-479	52935	PK C-terminal domain-like:	Pyruvate kinase C-terminal domain-like
    	74-168	50800	PK beta-barrel domain-like:	PK beta-barrel domain-like
znuA	28-307	53807	"Helical backbone" metal receptor:	Chelatase-like
znuB	3-257	81345	ABC transporter involved in vitamin B12 uptake, BtuC:	ABC transporter involved in vitamin B12 uptake, BtuC
yebB	9-185	54001	Cysteine proteinases:	Cysteine proteinases
yebC	3-244	75625	YebC-like:	YebC-like
nudB	10-142	55811	Nudix:	Nudix
aspS	121-305,397-556	55681	Class II aaRS and biotin synthetases:	Class II aaRS and biotin synthetases
    	2-105	50249	Nucleic acid-binding proteins:	OB-fold
    	288-419	55261	GAD domain-like:	DCoH-like
cmoA	20-242	53335	S-adenosyl-L-methionine-dependent methyltransferases:	S-adenosyl-L-methionine-dependent methyltransferases
torZ	42-657	53706	Formate dehydrogenase/DMSO reductase, domains 1-3:	Formate dehydrogenase/DMSO reductase, domains 1-3
    	661-806	50692	ADC-like:	Double psi beta-barrel
torY	16-179	48695	Multiheme cytochromes:	Multiheme cytochromes
cutC	3-245	110395	CutC-like:	TIM beta/alpha-barrel
yecM	2-186	54593	Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase:	Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase
argS	110-454	52374	Nucleotidylyl transferase:	Adenine nucleotide alpha hydrolase-like
    	454-577	47323	Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases:	Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases
    	1-100	55190	Arginyl-tRNA synthetase (ArgRS), N-terminal 'additional' domain:	RRF/tRNA synthetase additional domain-like
flhB	243-350	160544	EscU C-terminal domain-like:	EscU C-terminal domain-like
cheB	156-342	52738	Methylesterase CheB, C-terminal domain:	Methylesterase CheB, C-terminal domain
    	1-108	52172	CheY-like:	Flavodoxin-like
cheR	92-281	53335	S-adenosyl-L-methionine-dependent methyltransferases:	S-adenosyl-L-methionine-dependent methyltransferases
    	14-91	47757	Chemotaxis receptor methyltransferase CheR, N-terminal domain:	Chemotaxis receptor methyltransferase CheR, N-terminal domain
tap	232-513	58104	Methyl-accepting chemotaxis protein (MCP) signaling domain:	Antiparallel coiled-coil
    	39-176	47170	Aspartate receptor, ligand-binding domain:	Four-helical up-and-down bundle
tar	235-522	58104	Methyl-accepting chemotaxis protein (MCP) signaling domain:	Antiparallel coiled-coil
    	39-178	47170	Aspartate receptor, ligand-binding domain:	Four-helical up-and-down bundle
cheA	327-507	55874	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase:	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase
    	5-126	47226	Histidine-containing phosphotransfer domain, HPT domain:	Four-helical up-and-down bundle
    	508-640	50341	CheW-like:	OB-fold
    	160-224	55052	CheY-binding domain of CheA:	Ferredoxin-like
    	262-325	47384	Homodimeric domain of signal transducing histidine kinase:	ROP-like
uspC	3-138	52402	Adenine nucleotide alpha hydrolases-like:	Adenine nucleotide alpha hydrolase-like
otsB	17-243	56784	HAD-like:	HAD-like
yecA	14-182	101327	YgfB-like:	YgfB-like
    	201-220	103642	Sec-C motif:	Sec-C motif
sdiA	8-170	75516	Pheromone-binding domain of LuxR-like quorum-sensing transcription factors:	Profilin-like
    	162-240	46894	C-terminal effector domain of the bipartite response regulators:	DNA/RNA-binding 3-helical bundle
tcyJ	15-264	53850	Periplasmic binding protein-like II:	Periplasmic binding protein-like II
fliC	1-497	64518	Phase 1 flagellin:	Phase 1 flagellin
fliS	8-124	101116	Flagellar export chaperone FliS:	Four-helical up-and-down bundle
